nomeFantasia,previsao_risco
Dr. Mary Stokes,0
Dr. Hilary Smith,0
Howard White-Johnston,0
Irene Singh,0
Max Simpson,0
Amanda Thomas,1
Dr. Pauline Stewart,0
Hilary Davis,0
Claire Harvey,0
Diana Roberts,0
Yvonne Garner,0
Ellie Curtis-Lewis,1
Linda Cook,0
Miss Sharon Wood,0
Derek Robinson-Davies,1
Chelsea Kay-Sinclair,0
Ellie Curtis-Lewis,1
Lynda Flynn,0
Miss Joanne Wilson,0
Dr. Samuel Watson,1
Miss Jasmine Hall,0
Lynne Fisher,0
Diane Moore,1
Holly Collins,0
Shirley Hughes,0
Miss Frances Bull,1
Mohammad Barker-Cross,0
Dr. Adrian Hamilton,0
Ms. Kerry Roberts,0
Ian Ward,0
John Connolly-Davey,1
Sam Pickering,0
Lynne Fisher,0
Georgina Craig,0
Nathan Jones,0
Jack Bowen-Ford,1
Peter Smith-Taylor,0
Peter Smith-Taylor,0
Gemma Simpson,0
Colin Williams,0
Karl Thomas,0
Georgina Lawson,0
Vanessa Shah-Price,0
Mr. Josh Sharp,0
Mr. David Kemp,0
Denis Charlton,1
Dr. Vanessa Patel,1
Lewis Curtis-Ellis,0
Lauren Wilkinson,1
Ms. Donna Smith,0
Martin Hall,0
Vanessa Shah-Price,1
Andrea Wade-Stewart,0
Billy Davies-Shaw,0
Kathleen Turner,1
Sally Young,1
Ms. Andrea Davey,0
Vanessa Shah-Price,0
Miss Kerry Kirk,0
Leon Cunningham,0
Dr. Mary Stokes,0
Shannon Moore,1
Martyn Griffiths,0
Dr. Patricia Garner,0
Nicole Palmer,0
Douglas Francis,0
Danielle Gibson,0
Mrs. Frances Johnson,1
Dr. Henry Smart,0
Victor Davidson,0
Mr. Raymond Moore,0
Mr. Raymond Moore,0
Mr. Oliver Lamb,0
Paige Clark,1
Nathan Jones,0
Ms. Eileen Foster,0
Nicola Evans,0
Marian Day,0
Miss Jenna Moore,0
Ian Thornton,0
Simon Williams,0
Leah Morley,0
Margaret White,0
Natasha Holland,0
Rachel Stokes,1
Clifford Jones-Gill,1
Mohamed Brookes,0
Beverley Price,0
Mr. Anthony Barnes,0
Georgia Booth,1
June Green,1
Catherine Lewis,0
Kelly Perkins,0
Elliot Marshall,0
Dr. Brandon Evans,1
Dr. Albert Long,0
Nigel Leonard,0
Ricky Thomas,0
Miss Lesley Freeman,0
June Green,0
Roger Blake,0
Dr. Mary Stokes,0
Benjamin Clark-Webb,0
Karen Jones,0
Gail Ahmed,1
Jonathan Webb,1
Tracy Collins,1
Dr. Alison Little,0
Amber Yates,0
Leon Smith,0
Melissa Williams,0
Reece Harris-Patel,0
Gregory Taylor,1
Jonathan Webb,1
Mr. Leon Shaw,0
Mrs. Debra Holloway,0
Leonard Phillips-Wells,1
Joan Smith,0
Kieran Summers-Chandler,0
Terence Kirby,1
Abbie Briggs,0
Carly Dixon,0
Ms. Natalie Hughes,0
Simon Williams,0
Adam Sutton,0
Stewart Pritchard-Young,0
Richard Fisher,0
Brenda Carter,0
Mr. Lewis Smith,1
Mr. Lewis Smith,1
Mr. Lewis Smith,0
Clare Barker-Parker,1
Victor Scott,0
Mr. Bernard Hutchinson,0
Sian Edwards,0
Jacob Naylor,0
Chloe Mellor-Phillips,0
Mr. Jason Harding,0
Rita Carter,0
Martyn Lloyd,1
Lee Green,0
Mrs. Leah Mills,1
Mr. Charlie Matthews,0
Christopher Morris,0
Katie Bailey,1
Ms. Carolyn Scott,0
Mr. Derek Hill,0
Dr. Nicholas Phillips,1
Paige Matthews,0
Mr. Elliot Jackson,1
Ricky Fraser,1
Teresa Henderson,0
Mark Brown,0
Toby Richards,0
Mr. Leon Smith,0
Mrs. Janet Smith,0
Kathryn Wyatt-Carr,0
Lynn Wood,1
Mr. Brett Morgan,0
Danielle Sharp,1
Adam Hill,1
Glen Lynch,1
Georgina Harrison,0
Terry Carter,0
Connor Cox,0
Charlie Hayes-Hancock,1
Mrs. Aimee Crawford,0
Maria Brown,0
Danielle Jackson,0
Martyn Lloyd,0
Gerald Fisher,0
Charles Hughes,0
Douglas Francis,0
Karen Sinclair-Grant,0
Mohamed Welch,0
Danielle Hudson,0
Lynn Wood,0
Gemma Young-Phillips,0
Miss Katie Wright,0
Mr. Cameron Wilkins,0
Miss Joyce Cox,0
Dr. Karl Mitchell,0
Kimberley Riley-Kelly,1
Martin Wilson,0
Gerald Baldwin,0
Dr. Nicholas Holland,1
Lesley Jones,0
Gillian Mason,0
Tracy Andrews,0
Robert Jones,0
Hugh Chapman,0
Dr. Mitchell Walton,0
Danielle Sharp,0
Anna Khan,0
Graeme Turnbull,0
Miss Debra Cartwright,0
Heather Gill,1
Heather Gill,1
Mr. Tony Lewis,0
Janet Ross-Brown,0
Heather Gill,0
Bruce Harrison,0
Bruce Harrison,1
Alice Welch,0
Bruce Harrison,1
Bruce Harrison,1
Bruce Harrison,1
Lynda Cameron,0
Brett Marsh,0
Lorraine Hughes,0
Sylvia Holloway,0
Sylvia Holloway,0
Charlie Hayes-Hancock,0
Dean Ashton-Williams,1
Lorraine Hughes,0
Brett Marsh,0
Dr. Nicholas Phillips,1
Mrs. Megan Brooks,1
Martin Schofield,0
Tony Mitchell,0
Dr. Alexandra Hart,0
Nigel Ahmed,0
Gemma Patel-Clark,0
Dr. Nicholas Phillips,1
June Green,0
Liam Ryan,0
Dr. Nicholas Phillips,1
Steven Kennedy-Jones,1
Steven Kennedy-Jones,0
Ronald Moore,1
Natasha Boyle,0
June Green,0
Steven Kennedy-Jones,0
Dr. Eric Mills,1
Dr. Gregory Morgan,0
Dr. Gregory Morgan,1
Diana Watson,0
Chelsea White,1
Mr. Thomas White,0
Graeme Black,0
June Green,0
Eric Ahmed,1
Mr. Terry Thompson,0
Hollie Oliver-Davidson,1
Andrea Bartlett-Wood,0
Barbara White,0
Ms. Donna Smith,0
Mr. Martin Cooper,0
Mr. Julian Baker,0
Dean Ashton-Williams,0
Cheryl Bolton,1
Mandy Stewart,1
Cheryl Bolton,0
Beth Ellis,1
Carole Singh,0
Mr. Howard Clark,0
Mrs. Hayley Burrows,1
Timothy Shaw,0
Jeffrey Knight,1
Dr. Kathryn McDonald,0
Danielle Jones-Wilkins,0
Abbie Jenkins,0
Rachael Bradshaw,0
Jacqueline Collins,0
Douglas Francis,0
Mandy Stewart,0
Roger Blake,0
Jeffrey Knight,0
Stewart Fisher,1
Louise Stewart-Bryan,0
Charles Harvey,0
Dr. Julia Mills,1
Aimee Crawford,0
Brian Morgan,1
Melissa Woods,1
Lawrence Moore-Smith,0
Helen Griffin,1
Gerald Jones,1
Mandy Shaw,0
Charlene Read,0
Jamie Dodd-Patel,0
Mr. Raymond Potts,0
Judith Morris,0
Louise Smith,0
Kathleen Wallis,0
Dr. Maurice Garner,0
Ms. Rachel Morley,0
Dr. Jessica George,0
Louise Stewart-Bryan,0
Rosemary Watts,0
Charlene Read,1
Duncan Charlton,0
Mr. Raymond Potts,1
Bruce Newman,0
Martin Price,0
Gary Cox,1
Margaret Khan,0
Mrs. Valerie Edwards,0
Kerry Pritchard-Hussain,0
Chelsea White,0
Dr. Julia Mills,1
Mr. Arthur Thompson,0
Jemma Hawkins,1
Ms. Rachel Morley,0
Dr. Julia Mills,1
Eleanor Roberts,0
Francesca Baker,0
Suzanne Barlow,0
Georgina Lawson,0
Dawn Lloyd-Stevens,1
Dr. Julia Mills,1
Sean Ali,0
Chelsea Singh,0
Barbara Allen,0
Sheila Hunt,0
Ms. Donna Smith,1
Kerry Pritchard-Hussain,0
Paula Potts-Quinn,0
Andrea Bartlett-Wood,1
Carole Singh,0
Mr. Howard Clark,0
Brenda Jones,0
Ashley Thomas,0
Scott Taylor,1
Ms. Gemma Edwards,0
Mr. Shaun Gough,0
Claire Gregory,0
Lynne Fisher,0
Donald Burke,1
Dr. Justin Robertson,0
Eric Hill,1
Brian Bennett-Ryan,1
Dr. Trevor Wood,0
Callum Hopkins,0
Dr. Christian Smith,0
Mr. Mohammed Clarke,0
Marian Day,0
George Smith,0
Hilary Davis,0
Julian Norman-Davis,1
Alice Ford,0
Marian Day,0
Ashleigh Johnston,1
Dr. Christian Smith,0
Bradley Lees,1
Darren Walker-Smith,1
Ashleigh Johnston,0
Dr. Declan Smart,0
Dr. Dominic Evans,0
Dr. Kathryn McDonald,0
Miss Alexandra Graham,0
Dr. Rebecca Marsh,1
Patricia Newton,1
Sally Barton,0
Nicole Harding,0
Henry Cooper,0
Gillian Taylor,0
Miss Sharon Peters,0
Lynn Hill-Sutton,0
Marian Day,0
Jane Lewis,0
Bradley Lees,0
Scott Taylor,1
Ms. Hannah Allen,0
Mr. Kenneth Brooks,0
Alice Ford,0
Mrs. Ruth Miles,0
Rebecca Bryant,0
Julian Norman-Davis,1
Janet Ross-Brown,0
Clifford Burns-White,0
Bethany Price,0
Lorraine Hughes,0
Mr. Frank Robinson,0
Mrs. Beverley Khan,0
Duncan Dawson-Green,0
Jade Singh-Price,0
Mr. Ricky Williams,0
Andrea Bartlett-Wood,0
Ashleigh Johnston,0
Naomi Parkin-Todd,0
Patricia Reynolds,0
Iain Knowles,1
Brenda Jones,0
Stephen Murphy,0
Sally Young,0
Julian Norman-Davis,0
Mr. Frank Robinson,0
Carole Pickering,0
Kerry Gordon,0
Aimee Edwards-Miles,0
Paula Bowen-Walker,0
Dr. Simon Williams,1
Connor Conway,0
Jemma Hawkins,1
Oliver Bennett,0
Kerry Gordon,0
Shane Mann,1
Shannon Thomas,0
Dr. Allan Parsons,0
Shane Mann,1
Dr. Stanley Duncan,0
Andrea Bartlett-Wood,0
Sara Lee,0
Mr. Ricky Williams,0
Connor Lloyd,1
Connor Conway,0
Ian Kelly-Dawson,0
Anne Payne,0
Miss Lesley Fuller,0
Elliott Morris,0
Martyn Weston,0
Christian Hawkins-Bentley,0
Anne Welch-Campbell,1
Patrick Cross,0
Marian Day,0
Marilyn Carter,1
Mohammed Moore,0
Simon Holden,0
Jasmine Singh,0
Anna Long,1
Martyn Patel,0
Kathleen Wallis,0
Janice Jones,1
Ian Kelly-Dawson,0
Dr. Adrian Carr,0
Lynda Holmes-Cook,0
Douglas Francis,0
Dr. Philip Weston,0
Anne Payne,0
Max Simpson,0
Toby Coleman,0
Miss Frances Bull,1
Leonard King,0
Connor Conway,0
Terry Carter,0
Gary Cox,1
Dr. Simon Williams,1
Megan Owen,0
Mr. Iain Sykes,0
Annette Perkins,1
Dr. Joyce Atkins,0
Dr. Justin Robertson,0
Joe Rowe-Jennings,1
Arthur Edwards,0
Denis Moore,0
Billy Steele,1
Nicola Hall,0
Stewart Robinson,0
Gavin Coleman,0
Charles Hughes,0
Abdul Macdonald,0
Anna Khan,0
Judith Davies,0
William Hart,0
Charles Hughes,0
Terry Carter,0
Terry Carter,0
Linda Cook,0
Linda Cook,0
Alexander Saunders,0
Alexander Saunders,0
Terry Carter,0
Abbie Jenkins,0
Abbie Jenkins,0
Billy Steele,0
Alexander Saunders,1
Terry Carter,1
Tony Cooper-Clarke,0
Terry Carter,1
Terry Carter,1
Nicola Hall,0
Terry Carter,1
Ms. Jemma Roberts,0
Marc Bibi-Jones,0
Martin Horton,0
Andrew Rhodes,0
Gareth Hussain,0
Thomas Miles,0
Jennifer Howard,1
Kyle Bull,1
Dr. Frederick Wright,1
Dennis Glover-Collins,0
Mr. Vincent Ellis,0
Dr. Lauren Robinson,0
Mr. Wayne Riley,0
Jennifer Howard,1
Bethany Ball,0
Jonathan Webb,1
Caroline Owen,1
Dr. Frederick Wright,1
Mohamed Davies,0
Kyle Bull,1
Kyle Bull,0
Aimee Wallace,0
Annette Gray,1
Ms. Lesley Scott,0
Annette Gray,0
Laura Holden,0
Mr. Ryan Smith,0
Olivia Gibbons,0
Miss Charlotte Williams,0
Aimee Cooper,0
Lisa Holmes,0
Rhys Hunter-Ali,0
Tracey Owen,1
Justin Quinn-Stanley,1
Jack Ellis-Hawkins,0
Pamela Webb,0
Jill Andrews-Greenwood,0
Nicholas Hunt,1
Tony Cooper-Clarke,0
Dr. Bernard Holland,0
Mrs. Geraldine Gray,1
Mrs. Geraldine Gray,0
Jack Ellis-Hawkins,0
Justin Quinn-Stanley,1
Brenda Jones,0
Dr. Ruth Kaur,0
Dr. Mohamed Phillips,1
Dr. Mohamed Phillips,0
Sara Lee,0
Dr. Declan Smart,0
Charles Harvey,0
Dr. Ricky Fisher,0
Barbara White,0
Marian Day,0
Holly Collins,0
Mrs. Geraldine Gray,0
Beverley Marshall-Archer,0
Phillip Begum,1
Phillip Begum,1
Brenda Powell,1
Mrs. Jean Hartley,1
Miss Donna Smith,0
Christian Watkins,0
Rebecca Ward,1
Dr. Peter Bryan,0
Lynne Miller,0
Dr. Hilary Robinson,0
Diane Mellor,0
James Matthews,0
Mr. Alan Davidson,0
Toby Coleman,1
Toby Coleman,0
Ms. Jemma Roberts,0
Paige Hill,0
Jeffrey Johnson,1
Hannah Bennett,1
Hannah Bennett,0
Stephen Murphy,0
Roger Edwards,0
Luke Mitchell-Bates,0
Brett Johnston,0
Bryan Todd,1
Phillip Begum,0
Dylan Robinson-Nolan,0
Dr. Roger Law,1
Jane Patel,1
Jane Patel,1
Diane Savage,1
Dr. Nigel Peters,0
Dr. Clive Taylor,0
Ms. Tracy Thompson,0
Jasmine Warren,1
Mrs. Jasmine Lynch,1
Mrs. Margaret Nelson,1
Dylan Robinson-Nolan,0
Jasmine Warren,0
Lorraine Hughes,0
Mrs. Jasmine Lynch,1
Mrs. Jasmine Lynch,1
Claire Smart,0
Brett Sutton,0
Toby Coleman,0
Lauren Lambert,0
Katie Bailey,1
Dale Bond,0
Joel Law,1
Hollie Sims,0
Bryan Todd,1
Hugh Chapman,0
Marian Day,0
Mr. Joseph Pritchard,0
Dr. Rachel Armstrong,0
Marie Harding,0
Russell Grant-Taylor,0
Hugh Chapman,1
Hilary Davis,0
Clifford Price,0
Gerard Hudson,0
Tracy Lees,1
James French,1
Dr. Charles Thompson,0
Mrs. Sally Walker,1
Jason Ali-Ryan,0
Benjamin Brown-Evans,0
Nicholas Hunt,1
Charlene Wood,1
Charlene Wood,0
Mrs. Sally Walker,1
Brian Lyons,0
Miss Ellie Kelly,0
Gregory Gould,0
Ms. Josephine Moran,0
Joan Tomlinson,0
Mrs. Leanne Henderson,0
Tracy Lees,1
Tracy Lees,0
Bethany Burns,0
Dr. Lynne Taylor,0
Dr. Diane Bird,1
Charlene Read,0
Eleanor Wilson,1
Carly Ahmed,0
Mr. Arthur Burke,0
Laura Barlow,1
Julie Smith,0
Gerard Hudson,0
Paige Lloyd,0
Claire Williams,1
Janet Parkinson,1
Gavin Holden,0
Tom Coleman,0
Laura Barlow,1
Kevin Ross,0
Frank Bennett,0
Julia Charlton,1
Julia Charlton,1
Linda Bradley,0
Kerry Conway,0
Anne Payne,0
Dr. Marian Horton,0
Kelly Smart-Pope,0
Dr. Tina Cook,0
Ms. Andrea Davey,0
Sally Hughes-Taylor,0
Sean Ali,0
Dale Scott,0
Dr. Linda King,0
Joyce Fleming,0
Nicola King,1
Mr. Iain Sykes,0
Denise Metcalfe,0
Sophie Douglas,0
Roy Kent-Davies,0
Yvonne Thornton,0
Robin Browne,1
Jay Hurst,0
Louise Stewart-Bryan,0
Rebecca Jones,0
Gordon Parker,0
Mr. Conor Jones,1
Mr. Lewis Taylor,0
Lynda Johnson,1
Carole Arnold,0
Margaret White,1
Ms. Gail Edwards,0
Leon Hughes,0
Dr. Simon Rees,0
Luke Collier,0
Miss Frances Ward,0
Terry White,0
Leanne Perry,0
Kelly Jones,1
Ruth Wilson,0
Dr. Mitchell Price,1
Lucy Rahman,0
Mr. Iain Sykes,0
Teresa Curtis,0
Damien Lee-Singh,0
Pauline Wilson-Francis,0
Mohammed Cook,1
Mr. Bernard Cooper,0
Katie Kelly,0
Mr. Nigel Kelly,0
Miss Paige Burrows,1
Michael Vaughan,0
Elaine Ford,1
Danielle Jackson,0
Nicola Wells,0
Gerard Gordon,0
Sian Higgins,0
Hayley Stevenson,1
Lynda Johnson,0
Miss Carol Page,1
Mr. Wayne Riley,0
Gillian Stevens,0
Diane Johnson-Taylor,0
Ms. Ann Allen,1
Colin Rice,1
Mr. Elliot Powell,1
Mr. Jonathan Webster,1
Gerald Carter,0
Leslie Smith,1
Chloe Chapman,1
Louis O'Donnell,1
Antony Mitchell,1
Jenna Hamilton,0
Kim Robinson,0
Bradley Smith,0
Mr. Henry Ali,1
Danny Miller,0
Karen Reynolds,0
Ms. Debra Leach,0
Miss Jean Johnson,1
Graham Collins-Pugh,0
Terence Kirby,1
Duncan Walker,1
Carly Campbell,0
Dr. Roger Law,0
Nicole Wilson,0
Lindsey Robinson,0
Dr. Simon Rees,0
Derek Hopkins,0
Carole Wood,1
Alan Woodward,0
Gareth Dunn-Rowley,0
Marian Day,0
Benjamin Brown-Evans,0
Mary Harrison,1
Dr. Anthony Moore,0
Dale Lowe,0
Mr. Jack Marshall,0
Adam Hill,1
Danielle Jones-Wilkins,0
Clive Jones,0
Jacob Evans,0
Mary Rose,0
Harriet Hale,0
Leslie Horton,0
Ann Taylor,1
Dr. Judith Woods,1
Dr. Judith Woods,1
Luke Collier,0
Carolyn Sutton-Morris,0
Joan Tomlinson,0
Eileen Smith,0
Ann Taylor,0
Mr. Dylan Turner,0
Mrs. Tracy Jones,0
Billy Davies-Shaw,0
Matthew Jones,0
Declan Wood,0
Danielle Baker,0
Mrs. Kim Williams,1
Dawn Williams,0
Mr. Ricky Williams,1
Dr. Eric Mills,1
Anne Payne,1
Anne Payne,0
Declan Wood,1
Graham Collins-Pugh,0
Lynn Dixon,1
Geraldine Ward,0
Timothy Shaw,0
Shannon Parkinson-Cox,0
Sian Simpson,0
Matthew Jones,0
Mrs. Pamela Farrell,0
Dr. Julia Mills,1
Dawn Cooper,0
Roger Wilson,0
Lorraine Hughes,0
Phillip Rees,1
Clive Rogers-Phillips,0
Jenna King,0
Mr. Alan Sutton,1
Marie Harding,0
Jeffrey Marshall,1
Sam Collins-Bibi,1
Sam Collins-Bibi,0
Bethany Ball,0
Dale Scott,1
Dale Scott,0
Mr. Kieran Collins,0
Mr. Bryan Johnson,0
Mrs. Heather Williams,1
Lorraine Hughes,0
Josh Bryan-Wilson,0
Mr. George Hawkins,0
Miss Nicole Baldwin,1
Glen Lynch,1
Brandon Kelly,0
Oliver Ali,0
Mrs. Kim Williams,1
Mr. Ricky Williams,0
Oliver Atkinson,0
Mr. Allan Lane,0
Darren Taylor-Allan,0
Miss Lorraine Alexander,0
Dr. Justin Robertson,0
Benjamin Norton,0
Frank Wilson,1
Reece Kelly,1
Marcus Shepherd,0
Cameron Goddard,1
Conor Clarke-Turner,0
Ms. Amanda Roberts,0
Dr. Kenneth McDonald,1
Brandon Gibson,1
Jemma Black,0
Mr. Kenneth Clark,0
Shane Mann,1
Mrs. Charlotte Nelson,0
Miss Kim Wood,0
Jeffrey Marshall,1
Eleanor Owen,1
Dr. Connor Hancock,0
Dylan Russell,1
Miss Kim Parker,1
Amy Adams,0
Carl Cox,1
Trevor Harrison,1
Dr. Philip Weston,0
Douglas Francis,0
Maria Brown,0
Angela Walker,0
Aimee Cooper,0
Mrs. Yvonne Kelly,0
Judith Roberts,0
Adrian Turner,0
Dr. Kenneth McDonald,0
Abbie Baker-Foster,0
Miss Lesley Fuller,0
Grace Lambert,0
Eleanor Owen,1
Ms. Anna Hussain,1
Sian Lewis,0
Adrian Turner,0
Mr. Howard Chapman,0
Adam Sutton,0
Sian Campbell,0
Jodie Williams,0
Paige Turner,0
Kathryn Power-Mason,0
Abbie Baker-Foster,0
Beverley Price,0
Maureen Coleman,1
Kyle Bull,0
Max Simpson,0
Elizabeth Harrison-Davis,0
Alan Foster,0
Louise Kelly-Greenwood,0
Yvonne Green,0
Max Simpson,0
Julian Norman-Davis,1
Mohammad Williams,0
Mr. Marc Bevan,1
Kimberley Robertson-O'Connor,1
Ms. Catherine Stone,1
Dawn Phillips,0
Suzanne Wade,1
Tony Roberts-Joyce,0
Frank Wilson,1
Dr. Bethany Ellis,1
Mr. Gareth Murphy,0
Mrs. Anna Nolan,0
Joe Rose,1
Matthew Jones,0
Dr. Barry Carpenter,0
Joe Rose,0
Geraldine Ward,0
Sam Collins-Bibi,0
Mary Richards,0
Terry Carter,0
Miss Jean Singh,1
Miss Jean Singh,1
Miss Jean Singh,1
Miss Jean Singh,1
Miss Jean Singh,1
Miss Jean Singh,1
Miss Jean Singh,1
Tina King,0
Connor Conway,0
June Gardner,0
Lynda Wood,0
Dr. Bethany Ellis,1
Dr. Alex Ward,0
Adam Hill,1
Albert Crawford,1
Marilyn Holden,0
Diana Berry,0
Jane Williams,1
Mary Richards,0
Mr. Ricky Williams,0
Clifford Allan,0
Danny Bell,0
Dr. Kenneth McDonald,0
Holly Anderson,0
Mrs. Hilary Arnold,0
Victor Davidson,0
Charles Hughes,0
Gavin Coleman,0
Abdul Macdonald,0
Natalie Harrison,1
Brett Sutton,0
Mrs. Janet Higgins,0
Terry Perry,0
Sian Edwards,0
Holly Price-Hunt,0
Sean Jackson,0
Irene Houghton,0
Mr. Guy Lamb,0
Abbie Welch,0
Dr. Alex Ward,0
Ashley Manning,0
Jean Evans,0
Heather Jordan,1
Heather Jordan,1
Stephen Murphy,0
Colin Butcher,0
Dr. Ronald White,1
Mrs. Gail O'Connor,0
Guy Hawkins,0
Paige Davies-Simpson,0
Charles Hughes,0
Denise Parker,1
Mrs. Donna Graham,0
Brian Morgan,1
Dr. Samuel Watson,1
Josephine Nicholson-Kennedy,0
Mr. Graeme Ahmed,0
Reece James,0
Carolyn Hodgson-Stephenson,0
Douglas Murphy,0
Miss Katy Marsden,0
Dr. Brian Bryan,0
Matthew Thompson,0
Dawn Phillips,0
Dr. Conor Parker,0
Dr. Declan Smart,0
Sharon Leonard,0
Heather Jordan,1
Dennis Birch,0
Mr. Norman Stokes,0
Ms. Andrea Davey,0
Robin Browne,1
Karl Anderson-Smith,0
Toby Nicholson,0
Dale Scott,0
Kate Fowler,0
William Thomas,0
Mr. Terence Johnson,0
Dr. Olivia Chandler,0
Dr. Donna Price,0
Danielle Murray-Bell,0
Jenna Jennings,0
Sheila Jones-Blake,0
Ms. Vanessa Smith,0
Jasmine Thornton,0
Dr. Marian Smith,0
Hilary Brown-Wells,0
Mr. Garry Green,1
Martin Andrews,0
Paige Hill,0
Kimberley Robertson-O'Connor,1
Margaret Khan,0
Mrs. Beverley Khan,0
Harry Chapman,0
Ms. Rosie Greenwood,0
Ms. Jean Evans,0
Mrs. Frances Buckley,0
Victor Davidson,0
Jane May,0
Paula Bennett,0
Edward Barrett,0
Susan Bates,0
Cameron Goddard,1
Graeme Norman-Cunningham,0
Jeremy Farmer-Yates,0
Heather Doyle,0
Miss Annette Begum,0
Margaret Khan,0
Cheryl McDonald,1
Robert Bevan-Shaw,0
Carl Daniels,0
Lisa Cameron,0
Ms. Hayley Ellis,0
Abbie Baker-Foster,0
Mrs. Janet Smith,0
Rachel Hussain-Brady,0
Jasmine Ashton-Daniels,0
Heather Doyle,0
Mohamed Thompson-Newman,1
Mrs. Rebecca Sullivan,1
Dr. Joseph Waters,0
Rachel Hussain-Brady,1
Mr. Ricky Williams,0
Anne Welch-Campbell,0
Caroline Peters,0
Dr. Stacey Barnes,0
Neil Gallagher,0
Paul Fuller-Patel,0
Adam Little,0
Josh Kaur-Schofield,1
Josh Kaur-Schofield,1
Billy Davies-Shaw,0
Shirley Bennett,0
Mrs. Abigail Harris,0
Dr. Roy Norris,0
Mary Richards,1
Stacey Burton,0
Dale O'Sullivan,0
Mrs. Debra Harding,0
Dr. Mary Stokes,0
Dr. Roy Norris,0
Toby Chambers,0
Cheryl McDonald,1
Stewart Thomas,1
Michelle Perry,1
Mr. Kieran Collins,0
Marian Day,0
Marcus James,0
Emily Bates,0
Nicholas Hunt,1
Vanessa Clarke-Lees,1
Annette Owen-Thomas,1
Mr. Simon Fry,0
Diana Davis-Graham,0
Brenda Allen,0
Cameron Goddard,1
Nicholas Hunt,1
Stewart Thomas,1
Simon Wright,0
Dr. Sylvia Tomlinson,0
Ms. Joanne Cook,0
Mr. Elliot Kelly,0
Dr. Iain Morgan,0
Mrs. Suzanne Kemp,0
Andrea Holmes,1
Douglas Wilson-Simpson,0
Andrea Holmes,0
Brett Robinson,1
Aimee Marshall,0
Andrea Holmes,0
Josh Kaur-Schofield,1
Gemma Robinson,0
Mr. Kevin Lee,0
Dr. Mary Stokes,0
Lorraine Hughes,0
Josh Kaur-Schofield,1
Vanessa Shah-Price,0
Dr. Bruce Ellis,0
Michelle Bailey,1
Joel Flynn,0
Stanley Davies,0
Dale O'Sullivan,0
Dr. Alan Hughes,1
Carole Pickering,0
Matthew White,1
Stewart Pritchard-Young,0
Steven Morgan,0
Alexander Ashton,1
Jacqueline Turner,0
Frances Ellis-Woods,0
Dr. Samuel Watson,1
Josephine Nicholson-Kennedy,0
Lindsey Robinson,0
Mathew Sharpe,0
Linda Cook,0
Dr. Lee Jones,1
Marilyn Holden,0
Marian Day,0
Mr. Derek Webb,1
Brian Cartwright,1
Holly Ali,0
Irene Singh,0
Dr. Josephine Scott,0
Kevin Murray,1
Carole Pickering,0
Aimee Cooper,0
Joanne Adams,0
Rachael Jenkins,0
Roy Williams-Jones,0
Deborah Jones-Gibson,0
Miss Mandy Richardson,0
Marcus Price,0
Mr. Guy Lamb,0
Miss Sharon Wood,1
Frank Wilson,1
Lauren Lambert,0
Dr. Mary Stokes,1
Miss Jodie Gordon,0
Mr. Guy Lamb,0
Joel Flynn,0
Steven Kennedy-Jones,0
Dr. Stuart Johnson,1
Brian Cartwright,1
Barry Nicholls-Winter,0
Ian Thornton,0
Dawn Phillips,0
Ms. Lydia Foster,0
Miss Sharon Wood,0
Ashleigh Thompson,0
Kenneth Stevens,0
Dr. Mohamed Phillips,1
Dr. Mohamed Phillips,0
Dr. Jeremy Cooke,0
Dr. Vincent Forster,0
Amy Stokes,1
Justin Quinn-Stanley,1
Miss Jodie Gordon,0
Ian Thornton,0
Dr. Stuart Johnson,0
Dr. Mary Stokes,0
Justin Quinn-Stanley,1
Marcus Connolly,0
Mrs. Jasmine Lynch,1
Katherine O'Brien,1
Rachel Harris-Reynolds,0
Damien Richards-Davies,0
Paul Hughes,0
Justin Quinn-Stanley,1
Mr. Jamie Palmer,1
Cameron Goddard,1
Reece James,0
Tony Cooper-Clarke,0
Justin Quinn-Stanley,0
Oliver Ali,0
Mrs. Abbie Gill,0
Georgina Craig,0
Connor Cox,0
Ms. Hazel Freeman,0
Kenneth Cooper,0
William Hart,0
Abbie Jenkins,0
Abbie Jenkins,0
Albert Crawford,1
Marian Day,0
Mrs. Beverley Khan,0
Alison Davidson,0
Mr. Ronald Brown,0
Mrs. Beverley Khan,0
Terry Barnett,0
Zoe Vaughan-Turner,1
Danielle Short,1
Dr. Leon Thomas,0
Albert Crawford,1
Beth Bell,1
Alison Davidson,0
Dr. Antony Ross,0
Rachel Ali-Baker,0
Francesca Graham,0
Garry Collier,1
Garry Collier,1
Antony Walsh,1
Holly Ali,1
Trevor Williams,1
Holly Ali,0
Charles Lord,0
Chloe Fletcher,0
James Davies,0
Mohammed Cook,1
Vanessa Davidson-Humphries,1
Marilyn Holden,0
Mrs. Aimee Crawford,0
Declan Richardson-Jones,1
Clifford Allan,0
Danielle Jackson,0
Mr. Tony Kelly,1
Lesley Jenkins,1
Mrs. Anne Morris,0
Ashleigh Byrne-Bradley,1
Callum Smith,1
Mr. Anthony Barnes,0
Joseph Lee,0
Clare Barker-Parker,1
Hazel Dennis,0
Jemma Wilkinson,1
Dr. Antony Clark,0
Adrian Ross-Leach,1
Tracey Owen,1
Clare Barker-Parker,1
Donna Robinson,0
Laura Murray,1
Max Simpson,1
